"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data._validation_status","tree_data.Data_type","tree_data.LittleTreesPresent","tree_data.Note111","tree_data.Notes21","tree_data.Number_of_trees","tree_data.Resampling2","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data.Additional_Photos_Optional3","tree_data.Centroid_of_3m_x_3m_Subplot2","tree_data.Centroid_of_3m_x_3m_Subplot2_altitude","tree_data.Centroid_of_3m_x_3m_Subplot2_latitude","tree_data.Centroid_of_3m_x_3m_Subplot2_longitude","tree_data.Centroid_of_3m_x_3m_Subplot2_precision","tree_data.Centroid_of_3m_x_3m_Subplot2_wkt","tree_data.Description_of_subpl_ithin_30m_x_30m_plot2","tree_data.Note22","tree_data.Notes17","tree_data.File","tree_data.Note_Tiny","tree_data.Note2","tree_data.Note4","tree_data.Notes5","tree_data.Note24","tree_data.Notes14","tree_data.Photos4","tree_data.Note35","tree_data.TinyTrees","tree_data.Additional_Photos_Optional1","tree_data.Centroid_of_3m_x_3m_Subplot1","tree_data.Centroid_of_3m_x_3m_Subplot1_altitude","tree_data.Centroid_of_3m_x_3m_Subplot1_latitude","tree_data.Centroid_of_3m_x_3m_Subplot1_longitude","tree_data.Centroid_of_3m_x_3m_Subplot1_precision","tree_data.Centroid_of_3m_x_3m_Subplot1_wkt","tree_data.Description_of_subpl_ithin_30m_x_30m_plot1","tree_data.Note21","tree_data.Notes11","tree_data.Note3"
"5294",617,1209,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Harungana madagascariensis","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5295",618,1212,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Harungana madagascariensis","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5296",619,1215,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Psidium guoyavia","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5297",620,1219,"main",NA,"group_ka7vj63",NA,NA,NA,13,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5298",621,1220,"main",NA,"group_ka7vj63",NA,NA,NA,4,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5299",622,1224,"main",NA,"group_ka7vj63",NA,NA,NA,7,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5300",623,1224,"main",NA,"group_ka7vj63",NA,NA,NA,32,NA,"Albizia bijuga","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5301",624,1224,"main",NA,"group_ka7vj63",NA,NA,NA,NA,NA,NA,"naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5302",625,1225,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Psidium guajava","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5303",626,1225,"main",NA,"group_ka7vj63",NA,NA,NA,NA,NA,NA,"naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5304",627,1227,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Tambourissa madagascariensis","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5305",628,1230,"main",NA,"group_ka7vj63",NA,NA,NA,15,NA,"Desmodium barbatum","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5306",629,1231,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5307",630,1231,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5308",631,1237,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Albizia gummifera","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5309",632,1239,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Psidia altissima","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5310",633,1239,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Trema orientalis","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5311",634,1244,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5312",635,1244,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5313",636,1248,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5314",637,1250,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5315",638,1252,"main",NA,"group_ka7vj63",NA,NA,NA,15,NA,"Desmodium barbatium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5316",639,1255,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Eucalyptus robusta","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5317",640,1255,"main",NA,"group_ka7vj63",NA,NA,NA,5,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5318",641,1256,"main",NA,"group_ka7vj63",NA,NA,NA,5,NA,"Sydium guajava","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5319",642,1257,"main",NA,"group_ka7vj63",NA,NA,NA,4,NA,"Weinmannia rutenbergii","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5320",643,1265,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Eucalyptus robusta","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5321",644,1265,"main",NA,"group_ka7vj63",NA,NA,NA,NA,NA,NA,"planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5322",645,1265,"main",NA,"group_ka7vj63",NA,NA,NA,NA,NA,NA,"planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5323",646,1272,"main",NA,"group_ka7vj63",NA,NA,NA,4,NA,"Desmodium barbatium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5324",647,1272,"main",NA,"group_ka7vj63",NA,NA,NA,NA,NA,NA,"naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5325",648,1272,"main",NA,"group_ka7vj63",NA,NA,NA,3,NA,"Albizia gumnifera","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5326",649,1274,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5327",650,1285,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Desmodium barbatum","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5328",651,1286,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5329",652,1293,"main",NA,"group_ka7vj63",NA,NA,NA,3,NA,"Baudouinia fluggeiformis ","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5330",653,1293,"main",NA,"group_ka7vj63",NA,NA,NA,10,NA,"Harungana madagascarnesis","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5331",654,1294,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5332",655,1297,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Canarium madagascariensis","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5333",656,1297,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5334",657,1304,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Spidium guajava","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5335",658,1324,"main",NA,"group_ka7vj63",NA,NA,NA,9,NA,"Desmodium barbatium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5336",659,1328,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5337",660,1331,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Aloe verra","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5338",661,1333,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Brachylaena perrieri","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5339",662,1336,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Luxia capitata","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5340",663,1336,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Dracaena reflexa","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5341",664,1339,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5342",665,1349,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Desmodium barbatum","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5343",666,1355,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Thilachium angustifolium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5344",667,1355,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5345",668,1358,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Albizzia gummifera","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5346",669,1358,"main",NA,"group_ka7vj63",NA,NA,NA,3,NA,"Coffea","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5347",670,1358,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Brachylaena perrieri","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5348",671,1364,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Albizzia gummifera","Present","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5349",672,1365,"main",NA,"group_ka7vj63",NA,NA,NA,3,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5350",673,1366,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Psidia altissima","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5351",674,1371,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Thilachium angustifolium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5352",675,1371,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Euphorbia tulearensis","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5353",676,1372,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Thilachium angustifolium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5354",677,1372,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Weinmania rutenbergii","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5355",678,1373,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Psidia altissima","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5356",679,1383,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5357",680,1386,"main",NA,"group_ka7vj63",NA,NA,NA,5,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5358",681,1389,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5359",682,1392,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5360",683,1392,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Harungana madagascariensis","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5361",684,1393,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Desmodium barbatum","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5362",685,1395,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Spidium guajava","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5363",686,1396,"main",NA,"group_ka7vj63",NA,NA,NA,6,NA,"Harungana madagascarnesis","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5364",687,1398,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Weinmania rutembergi","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5365",688,1398,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Thilachium angustifolium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5366",689,1406,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5367",690,1406,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Weinmania rutenbergii","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5368",691,1412,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Weinmania rutenbergii","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5369",692,1418,"main",NA,"group_ka7vj63",NA,NA,NA,3,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5370",693,1419,"main",NA,"group_ka7vj63",NA,NA,NA,4,NA,"Desmodium barbatium","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5371",694,1424,"main",NA,"group_ka7vj63",NA,NA,NA,9,NA,"Nixua capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5372",695,1424,"main",NA,"group_ka7vj63",NA,NA,NA,1,NA,"Syzygium aromaticum","planted","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5373",696,1425,"main",NA,"group_ka7vj63",NA,NA,NA,2,NA,"Nuxia capitata","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5374",697,1441,"main",NA,"group_ka7vj63",NA,NA,NA,6,NA,"Albizia gumnifera","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5375",698,1442,"main",NA,"group_ka7vj63",NA,NA,NA,4,NA,"Spidium guajava","naturally_regenerating","3x3m within 30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
