"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"Pseudobombax ellipticum","Present",1,"1 - 9.9cm","1225","1225-1","Mexico","Macuiles","Restoration","Restoration","3x3",319,339,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 6m por 6m.","Y0","Pseudobombax ellipticum","Resolved",0.988,"The International Plant Names Index"
"Musa paradisiaca",NA,NA,NA,"1225","1225-1","Mexico","Macuiles","Restoration","Restoration","3x3",320,339,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 6m por 6m.","Y0","Musa × paradisiaca","Resolved",0.988,"The International Plant Names Index"
"Persea caerulea","Present",1,"1 - 9.9cm","1225","1225-2","Mexico","Macuiles","Restoration","Restoration","3x3",321,340,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 6m por 6m.","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Platymiscium dimorphandrum","Present",1,"1 - 9.9cm","1224","1224-1","Mexico","Macuiles","Restoration","Restoration","3x3",322,341,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron a una distancia de 2 m por 2m.","Y0","Platymiscium dimorphandrum,","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Homalium trichostemon","Present",1,"1 - 9.9cm","1224","1224-1","Mexico","Macuiles","Restoration","Restoration","3x3",323,341,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron a una distancia de 2 m por 2m.","Y0","Homalium trichostemon","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia rosea","Present",1,"1 - 9.9cm","1254","1254-2","Mexico","Macuiles","Restoration","Restoration","3x3",324,343,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 2m por 2 m.","Y0","Tabebuia rosea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Lonchocarpus xuul","Present",1,"1 - 9.9cm","1254","1254-3","Mexico","Macuiles","Restoration","Restoration","3x3",325,344,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 6m por 6m.","Y0","Lonchocarpus xuul","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Bursera simaruba","Present",1,"1 - 9.9cm","1257","1257-1","Mexico","Macuiles","Restoration","Restoration","3x3",326,345,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 5m por 5m.","Y0","Bursera simaruba","Resolved",0.988,"The International Plant Names Index"
"Trophis racemosa","Present",1,"1 - 9.9cm","1253","1253-1","Mexico","Macuiles","Restoration","Restoration","3x3",327,346,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron los árboles a una distancia de 2m por 2m.","Y0","Tropis racemosa","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias purpurea","Present",1,"1 - 9.9cm","1253","1253-1","Mexico","Macuiles","Restoration","Restoration","3x3",328,346,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron los árboles a una distancia de 2m por 2m.","Y0","Spondias purpurea","Resolved",0.988,"The International Plant Names Index"
"Persea caerulea","Present",1,"1 - 9.9cm","1253","1253-2","Mexico","Macuiles","Restoration","Restoration","3x3",329,347,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 5 m por 5m.","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Coffe","Present",2,"1 - 9.9cm","1253","1253-2","Mexico","Macuiles","Restoration","Restoration","3x3",330,347,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 5 m por 5m.","Y0","Coffe","Needs Review",NA,NA
"Dalbergia calycina","Present",1,"1 - 9.9cm","1253","1253-2","Mexico","Macuiles","Restoration","Restoration","3x3",331,347,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 5 m por 5m.","Y0","Dalbergia calycina Benth","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Hevea brasiliensis","Present",1,"1 - 9.9cm","1223","1223-2","Mexico","Macuiles","Restoration","Restoration","3x3",332,348,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plataron a una distancia de 2 m por 2 m.","Y0","Hevea brasiliensis","Resolved",0.988,"The International Plant Names Index"
"Coffe","Present",1,"1 - 9.9cm","1223","1223-2","Mexico","Macuiles","Restoration","Restoration","3x3",333,348,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plataron a una distancia de 2 m por 2 m.","Y0","Coffe","Needs Review",NA,NA
"Theobroma cacao","Present",1,"1 - 9.9cm","1223","1223-2","Mexico","Macuiles","Restoration","Restoration","3x3",334,348,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plataron a una distancia de 2 m por 2 m.","Y0","Theobroma cacao","Resolved",0.988,"The International Plant Names Index"
"Trophis racemosa","Present",1,"1 - 9.9cm","803","803-1","Mexico","Macuiles","Restoration","Restoration","3x3",335,349,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron los árboles a una distancia de 8m por 7m.","Y0","Tropis racemosa","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Coccoloba acapulcensis","Present",1,"1 - 9.9cm","803","803-2","Mexico","Macuiles","Restoration","Restoration","3x3",336,350,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron los árboles a una distancia de 8m por 7m.","Y0","Coccoloba acapulcensis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Cojoba arborea","Present",1,"1 - 9.9cm","1223","1223-1","Mexico","Macuiles","Restoration","Restoration","3x3",337,351,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 2m por 2m.","Y0","Cojoba arborea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Heliocarpus donnellsmithii","Present",2,"1 - 9.9cm","1251","1251-3","Mexico","Macuiles","Restoration","Restoration","3x3",338,355,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron a una distancia de 2 m por 2 m.","Y0","Heliocarpus donnellsmithii","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Leucaena leucocephala","Present",2,"1 - 9.9cm","1251","1251-1","Mexico","Macuiles","Restoration","Restoration","3x3",339,357,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron a una distancia de 2 m por 2m.","Y0","Leucaena leucocephala","Resolved",0.988,"The International Plant Names Index"
"Theobroma cacao","Present",1,"1 - 9.9cm","1225","1225-3","Mexico","Macuiles","Restoration","Restoration","3x3",340,358,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Se plantaron los árboles a una distancia de 6m por 6m.","Y0","Theobroma cacao","Resolved",0.988,"The International Plant Names Index"
"Avicennia marina","Present",3,"1 - 9.9cm","2094","C2","UAE","Emirate Nature - WWF","Control","Control","3x3",341,359,"main","Nested_3x3_within_30x30_2",NA,NA,0,0,NA,"Y0","Avicenna Marina (<130cm)","Resolved",NA,NA
"Alangium javanicum","Present",2,"1 - 9.9cm","211","Plot No. 004","Philippines","CI Philippines","Restoration","Restoration","3x3",342,360,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 2m by 3m spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Beilschmiedia glomerata","Present",1,"1 - 9.9cm","211","Plot No. 004","Philippines","CI Philippines","Restoration","Restoration","3x3",343,360,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 2m by 3m spacing","Y0","Beilschmedia glomerata","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Terminalia calamansanai","Present",1,"1 - 9.9cm","211","Plot No. 004","Philippines","CI Philippines","Restoration","Restoration","3x3",344,360,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 2m by 3m spacing","Y0","Terminalia calamansanai","Resolved",0.988,"The International Plant Names Index"
"Guioa pleuropteris","Present",1,"1 - 9.9cm","211","Plot No. 004","Philippines","CI Philippines","Restoration","Restoration","3x3",345,360,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 2m by 3m spacing","Y0","Guioa pleuropteris","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Neonauclea formicaria","Present",1,"1 - 9.9cm","211","Plot No. 004","Philippines","CI Philippines","Restoration","Restoration","3x3",346,360,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 2m by 3m spacing","Y0","Neonauclea formicaria","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Mussaenda philippica","Present",2,"1 - 9.9cm","211","Plot No. 005","Philippines","CI Philippines","Restoration","Restoration","3x3",347,361,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Mussaenda philippica","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Macaranga tanarius","Present",1,"1 - 9.9cm","211","Plot No. 005","Philippines","CI Philippines","Restoration","Restoration","3x3",348,361,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Macaranga tanarius","Resolved",0.988,"The International Plant Names Index"
"Terminalia calamansanai","Present",1,"1 - 9.9cm","211","Plot No. 005","Philippines","CI Philippines","Restoration","Restoration","3x3",349,361,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Terminalia calamansanai","Resolved",0.988,"The International Plant Names Index"
"Garcinia smeathmanii","Present",1,"1 - 9.9cm","211","Plot No. 006","Philippines","CI Philippines","Restoration","Restoration","3x3",350,362,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted with a 2m by 3 spacing","Y0","Garcinia smeathmanii","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Artocarpus heterophyllus","Present",1,"1 - 9.9cm","211","Plot No. 006","Philippines","CI Philippines","Restoration","Restoration","3x3",351,362,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted with a 2m by 3 spacing","Y0","Artocapus heteropyllus","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Alangium javanicum","Present",1,"1 - 9.9cm","211","Plot No. 006","Philippines","CI Philippines","Restoration","Restoration","3x3",352,362,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted with a 2m by 3 spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Diospyros pyrrhocarpa","Present",1,"1 - 9.9cm","211","Plot No. 006","Philippines","CI Philippines","Restoration","Restoration","3x3",353,362,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted with a 2m by 3 spacing","Y0","Diospyros pyrrhocarpa","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Sandoricum vidalii","Present",1,"1 - 9.9cm","211","Plot No. 012","Philippines","CI Philippines","Restoration","Restoration","3x3",354,363,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3 by 2m spacing","Y0","Sandoricum vidalii Merr.","Resolved",NA,NA
"Canthium dicoccum","Present",1,"1 - 9.9cm","211","Plot No. 012","Philippines","CI Philippines","Restoration","Restoration","3x3",355,363,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3 by 2m spacing","Y0","Canthium diococcum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Atuna racemosa","Present",1,"1 - 9.9cm","211","Plot No. 012","Philippines","CI Philippines","Restoration","Restoration","3x3",356,363,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3 by 2m spacing","Y0","Atuna racemosa","Resolved",0.988,"The International Plant Names Index"
"Alangium javanicum","Present",1,"1 - 9.9cm","211","Plot No. 013","Philippines","CI Philippines","Restoration","Restoration","3x3",357,364,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted with a 3m by 2m spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Guioa pleuropteris","Present",2,"1 - 9.9cm","211","Plot No. 014","Philippines","CI Philippines","Restoration","Restoration","3x3",358,365,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m x 2m spacing","Y0","Guioa pleuropteris","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Alangium javanicum","Present",2,"1 - 9.9cm","211","Plot No. 014","Philippines","CI Philippines","Restoration","Restoration","3x3",359,365,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m x 2m spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Buchanania arborescens","Present",1,"1 - 9.9cm","211","Plot No. 014","Philippines","CI Philippines","Restoration","Restoration","3x3",360,365,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m x 2m spacing","Y0","Buchanania arborescens (Blume)","Resolved",NA,NA
"Tristaniopsis decorticata","Present",1,"1 - 9.9cm","211","Plot No. 014","Philippines","CI Philippines","Restoration","Restoration","3x3",361,365,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m x 2m spacing","Y0","Tristaniopsis decorticata (Merr.)","Resolved",NA,NA
"Dipterocarpus grandiflorus","Present",1,"1 - 9.9cm","211","Plot No. 014","Philippines","CI Philippines","Restoration","Restoration","3x3",362,365,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m x 2m spacing","Y0","Dipterocarpus grandiflorus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Tristaniopsis decorticata","Present",1,"1 - 9.9cm","211","Plot No. 015","Philippines","CI Philippines","Restoration","Restoration","3x3",363,366,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees plnated with 2m x 3m spacing","Y0","Tristaniopsis decorticata (Merr.)","Resolved",NA,NA
"Trema orientalis","Present",1,"1 - 9.9cm","211","Plot No. 015","Philippines","CI Philippines","Restoration","Restoration","3x3",364,366,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees plnated with 2m x 3m spacing","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Alangium javanicum","Present",4,"1 - 9.9cm","211","Plot No. 015","Philippines","CI Philippines","Restoration","Restoration","3x3",365,366,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees plnated with 2m x 3m spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Alangium javanicum","Present",1,"1 - 9.9cm","211","Plot No. 016","Philippines","CI Philippines","Restoration","Restoration","3x3",366,367,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted in 3m x 2m spacing","Y0","Alangium javanicum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Drypetes grandifolia","Present",1,"1 - 9.9cm","211","Plot No. 016","Philippines","CI Philippines","Restoration","Restoration","3x3",367,367,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees were planted in 3m x 2m spacing","Y0","Drypetes grandifolia","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dipterocarpus grandiflorus","Present",1,"1 - 9.9cm","211","Plot No. 017","Philippines","CI Philippines","Restoration","Restoration","3x3",368,368,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Dipterocarpus grandiflorus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Swietenia macrophylla","Present",2,"1 - 9.9cm","211","Plot No. 018","Philippines","CI Philippines","Restoration","Restoration","3x3",369,369,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted were planted with a 3m by 2m spacing","Y0","Swietenia macropylla","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Mitrephora lanotan","Present",1,"1 - 9.9cm","211","Plot No. 018","Philippines","CI Philippines","Restoration","Restoration","3x3",370,369,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted were planted with a 3m by 2m spacing","Y0","Mitrephora lanotan","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Mussaenda philippica","Present",1,"1 - 9.9cm","211","Plot No. 018","Philippines","CI Philippines","Restoration","Restoration","3x3",371,369,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted were planted with a 3m by 2m spacing","Y0","Mussaenda philippica","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Macaranga tanarius","Present",1,"1 - 9.9cm","211","Plot No. 018","Philippines","CI Philippines","Restoration","Restoration","3x3",372,369,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted were planted with a 3m by 2m spacing","Y0","Macaranga tanarius","Resolved",0.988,"The International Plant Names Index"
"Aglaia rimosa","Present",1,"1 - 9.9cm","211","Plot No. 019","Philippines","CI Philippines","Restoration","Restoration","3x3",373,370,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with 3m by 2 2m spacing","Y0","Aglaia rimosa","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Diospyros pyrrhocarpa","Present",1,"1 - 9.9cm","211","Plot No. 019","Philippines","CI Philippines","Restoration","Restoration","3x3",374,370,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with 3m by 2 2m spacing","Y0","Diospyros pyrrhocarpa","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Artocarpus ovatus","Present",1,"1 - 9.9cm","211","Plot No. 019","Philippines","CI Philippines","Restoration","Restoration","3x3",375,370,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with 3m by 2 2m spacing","Y0","Artocarpus ovatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Drypetes grandifolia","Present",1,"1 - 9.9cm","211","Plot No. 019","Philippines","CI Philippines","Restoration","Restoration","3x3",376,370,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with 3m by 2 2m spacing","Y0","Drypetes grandifolia","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Tristaniopsis decorticata","Present",1,"1 - 9.9cm","211","Plot No. 020","Philippines","CI Philippines","Restoration","Restoration","3x3",377,371,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Tristaniopsis decorticata (Merr.)","Resolved",NA,NA
"Macaranga tanarius","Present",1,"1 - 9.9cm","211","Plot No. 020","Philippines","CI Philippines","Restoration","Restoration","3x3",378,371,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Macaranga tanarius","Resolved",0.988,"The International Plant Names Index"
"Syzygium costulatum","Present",1,"1 - 9.9cm","211","Plot No. 020","Philippines","CI Philippines","Restoration","Restoration","3x3",379,371,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Syzygium costulatum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium phanerophlebium","Present",1,"1 - 9.9cm","211","Plot No. 021","Philippines","CI Philippines","Restoration","Restoration","3x3",380,372,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Syzygium phanerophlebium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dysoxylum cumingianum","Present",1,"1 - 9.9cm","211","Plot No. 021","Philippines","CI Philippines","Restoration","Restoration","3x3",381,372,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Dysoxylum cumingianum","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Artocarpus blancoi","Present",1,"1 - 9.9cm","211","Plot No. 021","Philippines","CI Philippines","Restoration","Restoration","3x3",382,372,"main","Nested_3x3_within_30x30_2",NA,"Permanent",0,0,"Trees planted with a 3m by 2m spacing","Y0","Artocarpus blancoi  (Elmer) Merr.","Resolved",NA,NA
