"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Amadese","1762","S0019MP14","Restoration","Restoration","WGS84","-17.6809867 48.6066532 988.5 4.8",-17.6809867,48.6066532,988.5,4.8,"POINT (48.6066532 -17.6809867 988.5)","-17.6809064 48.6068564 988.3 4.716",-17.6809064,48.6068564,988.3,4.716,"POINT (48.6068564 -17.6809064 988.3)","-17.6811288 48.6069528 986.9 4.84",-17.6811288,48.6069528,986.9,4.84,"POINT (48.6069528 -17.6811288 986.9)","-17.6812599 48.6067477 987.4 4.96",-17.6812599,48.6067477,987.4,4.96,"POINT (48.6067477 -17.6812599 987.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6809408,48.6067955,987.4,4.84,"-17.6809408 48.6067955 987.4 4.84",NA,NA,NA,NA,NA,"POINT (48.6067955 -17.6809408 987.4)",NA
"Amadese","1786","S0043MP2","Restoration","Restoration","WGS48","-17.6577573 48.6473524 1054.0 4.9",-17.6577573,48.6473524,1054,4.9,"POINT (48.6473524 -17.6577573 1054.0)","-17.6579954 48.6473493 1045.0 4.916",-17.6579954,48.6473493,1045,4.916,"POINT (48.6473493 -17.6579954 1045.0)","-17.6579493 48.6470689 1050.0 3.9",-17.6579493,48.6470689,1050,3.9,"POINT (48.6470689 -17.6579493 1050.0)","-17.6576693 48.6470835 1054.0 3.9",-17.6576693,48.6470835,1054,3.9,"POINT (48.6470835 -17.6576693 1054.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.657882,48.6471051,1059,4.833,"-17.657882 48.6471051 1059.0 4.833",NA,NA,NA,NA,NA,"POINT (48.6471051 -17.657882 1059.0)",NA
"Amadese","1766","S0023MP3","Restoration","Restoration","WGS84","-17.6618258 48.6167959 966.7073833029717 4.9",-17.6618258,48.6167959,966.707383302972,4.9,"POINT (48.6167959 -17.6618258 966.7073833029717)","-17.661937 48.616848 968.3416974144056 4.9",-17.661937,48.616848,968.341697414406,4.9,"POINT (48.616848 -17.661937 968.3416974144056)","-17.6619767 48.6167123 954.2570606553927 4.9",-17.6619767,48.6167123,954.257060655393,4.9,"POINT (48.6167123 -17.6619767 954.2570606553927)","-17.6618148 48.6167623 951.2919834628701 4.9",-17.6618148,48.6167623,951.29198346287,4.9,"POINT (48.6167623 -17.6618148 951.2919834628701)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6617786,48.6167579,954.24220926594,4.9,"-17.6617786 48.6167579 954.2422092659399 4.9",NA,NA,NA,NA,NA,"POINT (48.6167579 -17.6617786 954.2422092659399)",NA
"Amadese","1789","S0046MP5","Restoration","Restoration","WGS84","-17.6670914 48.6316419 1001.6962890625 4.824",-17.6670914,48.6316419,1001.6962890625,4.824,"POINT (48.6316419 -17.6670914 1001.6962890625)","-17.6673563 48.6316342 994.659423828125 4.845",-17.6673563,48.6316342,994.659423828125,4.845,"POINT (48.6316342 -17.6673563 994.659423828125)","-17.6673525 48.6313637 977.6209716796875 4.9",-17.6673525,48.6313637,977.620971679688,4.9,"POINT (48.6313637 -17.6673525 977.6209716796875)","-17.6670961 48.6313792 977.14892578125 4.824",-17.6670961,48.6313792,977.14892578125,4.824,"POINT (48.6313792 -17.6670961 977.14892578125)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6672846,48.6314097,984.281616210938,4.873,"-17.6672846 48.6314097 984.2816162109375 4.873",NA,NA,NA,NA,NA,"POINT (48.6314097 -17.6672846 984.2816162109375)",NA
"Amadese","1745","S0002MP1","Restoration","Restoration","WGS84","-17.6618071 48.5442141 968.709 3.678",-17.6618071,48.5442141,968.709,3.678,"POINT (48.5442141 -17.6618071 968.709)","-17.6620235 48.544207 976.083 3.058",-17.6620235,48.544207,976.083,3.058,"POINT (48.544207 -17.6620235 976.083)","-17.6620064 48.5439335 984.927 3.417",-17.6620064,48.5439335,984.927,3.417,"POINT (48.5439335 -17.6620064 984.927)","-17.6617458 48.5439166 980.484 3.329",-17.6617458,48.5439166,980.484,3.329,"POINT (48.5439166 -17.6617458 980.484)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1763","S0020MP12","Restoration","Restoration","WGS84","-17.6907422 48.6101265 973.1 4.95",-17.6907422,48.6101265,973.1,4.95,"POINT (48.6101265 -17.6907422 973.1)","-17.690641 48.610382 973.1 4.777",-17.690641,48.610382,973.1,4.777,"POINT (48.610382 -17.690641 973.1)","-17.6908702 48.6104074 973.1 4.9",-17.6908702,48.6104074,973.1,4.9,"POINT (48.6104074 -17.6908702 973.1)","-17.6909239 48.6101665 972.7 4.88",-17.6909239,48.6101665,972.7,4.88,"POINT (48.6101665 -17.6909239 972.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6908513,48.6103839,972.7,4.72,"-17.6908513 48.6103839 972.7 4.72",NA,NA,NA,NA,NA,"POINT (48.6103839 -17.6908513 972.7)",NA
"Amadese","1766","S0023MP5","Restoration","Restoration","WGS84","-17.6634523 48.6154585 994.8293508272618 4.9",-17.6634523,48.6154585,994.829350827262,4.9,"POINT (48.6154585 -17.6634523 994.8293508272618)","-17.6637867 48.6153895 1000.9677572064102 4.9",-17.6637867,48.6153895,1000.96775720641,4.9,"POINT (48.6153895 -17.6637867 1000.9677572064102)","-17.6637811 48.6152183 998.6516942624003 4.9",-17.6637811,48.6152183,998.6516942624,4.9,"POINT (48.6152183 -17.6637811 998.6516942624003)","-17.663502 48.6151356 1017.5608582505956 4.9",-17.663502,48.6151356,1017.5608582506,4.9,"POINT (48.6151356 -17.663502 1017.5608582505956)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6636769,48.615238,990.220949326642,4.9,"-17.6636769 48.615238 990.2209493266419 4.9",NA,NA,NA,NA,NA,"POINT (48.615238 -17.6636769 990.2209493266419)",NA
"Amadese","1749","S0006MP13","Restoration","Restoration","WGS84","-17.6429928 48.5633354 1011.8 3.387",-17.6429928,48.5633354,1011.8,3.387,"POINT (48.5633354 -17.6429928 1011.8)","-17.6432761 48.5632974 1011.123 3.096",-17.6432761,48.5632974,1011.123,3.096,"POINT (48.5632974 -17.6432761 1011.123)","-17.6432767 48.5630106 1002.821 3.139",-17.6432767,48.5630106,1002.821,3.139,"POINT (48.5630106 -17.6432767 1002.821)","-17.6429995 48.5630227 1017.113 3.123",-17.6429995,48.5630227,1017.113,3.123,"POINT (48.5630227 -17.6429995 1017.113)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1791","S0048MP1","Restoration","Restoration","WGS84","-17.6736733 48.6334708 965.9888916015625 4.716",-17.6736733,48.6334708,965.988891601562,4.716,"POINT (48.6334708 -17.6736733 965.9888916015625)","-17.6737544 48.6334748 965.765625 4.645",-17.6737544,48.6334748,965.765625,4.645,"POINT (48.6334748 -17.6737544 965.765625)","-17.6737943 48.6333868 966.7275390625 4.716",-17.6737943,48.6333868,966.7275390625,4.716,"POINT (48.6333868 -17.6737943 966.7275390625)","-17.6737157 48.6333732 970.3953857421875 4.716",-17.6737157,48.6333732,970.395385742188,4.716,"POINT (48.6333732 -17.6737157 970.3953857421875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6737689,48.6334022,971.106079101562,4.716,"-17.6737689 48.6334022 971.1060791015625 4.716",NA,NA,NA,NA,NA,"POINT (48.6334022 -17.6737689 971.1060791015625)",NA
"Amadese","1763","S0020MP13","Restoration","Restoration","WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-17.6908833 48.6108833 955.6 4.94",-17.6908833,48.6108833,955.6,4.94,"POINT (48.6108833 -17.6908833 955.6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amadese","1764","S0021MP3","Restoration","Restoration","WGS84","-17.6597516 48.6061157 995.5097748329863 4.9",-17.6597516,48.6061157,995.509774832986,4.9,"POINT (48.6061157 -17.6597516 995.5097748329863)","-17.6599949 48.6062236 995.3747148541734 4.9",-17.6599949,48.6062236,995.374714854173,4.9,"POINT (48.6062236 -17.6599949 995.3747148541734)","-17.6600566 48.6059262 989.3053030502051 4.9",-17.6600566,48.6059262,989.305303050205,4.9,"POINT (48.6059262 -17.6600566 989.3053030502051)","-17.6597498 48.6056378 982.2468923507258 4.9",-17.6597498,48.6056378,982.246892350726,4.9,"POINT (48.6056378 -17.6597498 982.2468923507258)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6599431,48.6059784,978.61230378598,4.9,"-17.6599431 48.6059784 978.6123037859797 4.9",NA,NA,NA,NA,NA,"POINT (48.6059784 -17.6599431 978.6123037859797)",NA
"Amadese","1794","S0051MP46","Restoration","Restoration","WGS84","-17.6717641 48.6483819 1090.436750485257 4.191",-17.6717641,48.6483819,1090.43675048526,4.191,"POINT (48.6483819 -17.6717641 1090.436750485257)","-17.6720579 48.648341 1100.0 3.216",-17.6720579,48.648341,1100,3.216,"POINT (48.648341 -17.6720579 1100.0)","-17.6720266 48.6481171 1101.0 3.216",-17.6720266,48.6481171,1101,3.216,"POINT (48.6481171 -17.6720266 1101.0)","-17.6717844 48.648087 1094.0 4.288",-17.6717844,48.648087,1094,4.288,"POINT (48.648087 -17.6717844 1094.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6719714,48.6481636,1097,3.573,"-17.6719714 48.6481636 1097.0 3.573",NA,NA,NA,NA,NA,"POINT (48.6481636 -17.6719714 1097.0)",NA
"Amadese","1793","S0050MP1","Restoration","Restoration","WGS84","-17.6793871 48.635364 957.644775390625 4.58",-17.6793871,48.635364,957.644775390625,4.58,"POINT (48.635364 -17.6793871 957.644775390625)","-17.6796452 48.6353376 957.124267578125 4.824",-17.6796452,48.6353376,957.124267578125,4.824,"POINT (48.6353376 -17.6796452 957.124267578125)","-17.6796517 48.6350771 960.36181640625 4.931",-17.6796517,48.6350771,960.36181640625,4.931,"POINT (48.6350771 -17.6796517 960.36181640625)","-17.6793885 48.6350842 955.716796875 4.716",-17.6793885,48.6350842,955.716796875,4.716,"POINT (48.6350842 -17.6793885 955.716796875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6795618,48.6351468,959.093139648438,4.716,"-17.6795618 48.6351468 959.0931396484375 4.716",NA,NA,NA,NA,NA,"POINT (48.6351468 -17.6795618 959.0931396484375)",NA
"Amadese","1762","S0019 MP15","Restoration","Restoration","WGS84","-17.6813265 48.6073091 998.4 4.98",-17.6813265,48.6073091,998.4,4.98,"POINT (48.6073091 -17.6813265 998.4)","-17.6810882 48.6075881 998.6 4.928",-17.6810882,48.6075881,998.6,4.928,"POINT (48.6075881 -17.6810882 998.6)","-17.6813647 48.6077128 998.4 4.86",-17.6813647,48.6077128,998.4,4.86,"POINT (48.6077128 -17.6813647 998.4)","-17.6816044 48.6075979 998.5 4.92",-17.6816044,48.6075979,998.5,4.92,"POINT (48.6075979 -17.6816044 998.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6811908,48.607555,998.4,4.85,"-17.6811908 48.607555 998.4 4.85",NA,NA,NA,NA,NA,"POINT (48.607555 -17.6811908 998.4)",NA
"Amadese","1749","S0006MP14","Restoration","Restoration","WGS84","-17.6422991 48.563277 1051.833 3.097",-17.6422991,48.563277,1051.833,3.097,"POINT (48.563277 -17.6422991 1051.833)","-17.6424981 48.5632235 1045.382 2.297",-17.6424981,48.5632235,1045.382,2.297,"POINT (48.5632235 -17.6424981 1045.382)","-17.6424998 48.5629609 1040.218 2.851",-17.6424998,48.5629609,1040.218,2.851,"POINT (48.5629609 -17.6424998 1040.218)","-17.6422249 48.5630212 1041.88 2.408",-17.6422249,48.5630212,1041.88,2.408,"POINT (48.5630212 -17.6422249 1041.88)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6424606,48.5631594,1048.936,3.034,"-17.6424606 48.5631594 1048.936 3.034",NA,NA,NA,NA,NA,"POINT (48.5631594 -17.6424606 1048.936)",NA
"Amadese","1764","S0021MP4","Restoration","Restoration","WGS84","-17.6588227 48.6092582 985.27888639085 4.9",-17.6588227,48.6092582,985.27888639085,4.9,"POINT (48.6092582 -17.6588227 985.27888639085)","-17.6584243 48.6095415 806.0919991694391 4.9",-17.6584243,48.6095415,806.091999169439,4.9,"POINT (48.6095415 -17.6584243 806.0919991694391)","-17.6588075 48.6092436 970.3738138694316 4.9",-17.6588075,48.6092436,970.373813869432,4.9,"POINT (48.6092436 -17.6588075 970.3738138694316)","-17.6587613 48.6091509 972.0227352129295 4.9",-17.6587613,48.6091509,972.02273521293,4.9,"POINT (48.6091509 -17.6587613 972.0227352129295)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6588143,48.6092138,954.76427925285,4.9,"-17.6588143 48.6092138 954.7642792528495 4.9",NA,NA,NA,NA,NA,"POINT (48.6092138 -17.6588143 954.7642792528495)",NA
"Amadese","1792","S0049MP1","Restoration","Restoration","WGS84","-17.6765132 48.6322477 956.72021484375 4.824",-17.6765132,48.6322477,956.72021484375,4.824,"POINT (48.6322477 -17.6765132 956.72021484375)","-17.6767799 48.6322298 965.94970703125 4.931",-17.6767799,48.6322298,965.94970703125,4.931,"POINT (48.6322298 -17.6767799 965.94970703125)","-17.6767799 48.6319858 985.951416015625 4.931",-17.6767799,48.6319858,985.951416015625,4.931,"POINT (48.6319858 -17.6767799 985.951416015625)","-17.6765391 48.6319898 978.5452880859375 4.931",-17.6765391,48.6319898,978.545288085938,4.931,"POINT (48.6319898 -17.6765391 978.5452880859375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6766927,48.6320521,978.27197265625,4.21,"-17.6766927 48.6320521 978.27197265625 4.21",NA,NA,NA,NA,NA,"POINT (48.6320521 -17.6766927 978.27197265625)",NA
"Amadese","1762","S0019MP16","Restoration","Restoration","WGS84","-17.6800693 48.6054224 984.9 4.92",-17.6800693,48.6054224,984.9,4.92,"POINT (48.6054224 -17.6800693 984.9)","-17.6800254 48.6058505 984.9 4.7",-17.6800254,48.6058505,984.9,4.7,"POINT (48.6058505 -17.6800254 984.9)","-17.680251 48.6056544 985.0 4.957",-17.680251,48.6056544,985,4.957,"POINT (48.6056544 -17.680251 985.0)","-17.680309 48.6054806 984.9 4.766",-17.680309,48.6054806,984.9,4.766,"POINT (48.6054806 -17.680309 984.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6802887,48.6055999,985,4.78,"-17.6802887 48.6055999 985.0 4.78",NA,NA,NA,NA,NA,"POINT (48.6055999 -17.6802887 985.0)",NA
"Amadese","1792","S0049MP2","Restoration","Restoration","WGS84","-17.6762996 48.6327977 965.3912353515625 4.931",-17.6762996,48.6327977,965.391235351562,4.931,"POINT (48.6327977 -17.6762996 965.3912353515625)","-17.6765848 48.6327899 961.6837158203125 4.931",-17.6765848,48.6327899,961.683715820312,4.931,"POINT (48.6327899 -17.6765848 961.6837158203125)","-17.6765484 48.6325321 967.01025390625 4.824",-17.6765484,48.6325321,967.01025390625,4.824,"POINT (48.6325321 -17.6765484 967.01025390625)","-17.6763284 48.6325387 962.951416015625 4.645",-17.6763284,48.6325387,962.951416015625,4.645,"POINT (48.6325387 -17.6763284 962.951416015625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6765006,48.6325737,961.671020507812,4.645,"-17.6765006 48.6325737 961.6710205078125 4.645",NA,NA,NA,NA,NA,"POINT (48.6325737 -17.6765006 961.6710205078125)",NA
"Amadese","1775","S0032MP1","Restoration","Restoration","WGS84","-17.6288592 48.6252564 1030.8973212335259 4.9",-17.6288592,48.6252564,1030.89732123353,4.9,"POINT (48.6252564 -17.6288592 1030.8973212335259)","-17.6291183 48.6253279 1023.6103748092428 4.9",-17.6291183,48.6253279,1023.61037480924,4.9,"POINT (48.6253279 -17.6291183 1023.6103748092428)","-17.6291427 48.6250343 1021.8029098175466 4.9",-17.6291427,48.6250343,1021.80290981755,4.9,"POINT (48.6250343 -17.6291427 1021.8029098175466)","-17.6289248 48.6249977 1022.434785108082 4.9",-17.6289248,48.6249977,1022.43478510808,4.9,"POINT (48.6249977 -17.6289248 1022.434785108082)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6291401,48.6250712,1018.67127966601,4.833,"-17.6291401 48.6250712 1018.671279666014 4.833",NA,NA,NA,NA,NA,"POINT (48.6250712 -17.6291401 1018.671279666014)",NA
"Amadese","1758","S0015MP63","Restoration","Restoration","WGS84","-17.6808358 48.5715053 971.4 5.0",-17.6808358,48.5715053,971.4,5,"POINT (48.5715053 -17.6808358 971.4)","-17.6807347 48.5716185 979.7 4.86",-17.6807347,48.5716185,979.7,4.86,"POINT (48.5716185 -17.6807347 979.7)","-17.680902 48.5718529 979.9 4.78",-17.680902,48.5718529,979.9,4.78,"POINT (48.5718529 -17.680902 979.9)","-17.6810723 48.5716357 980.2 4.88",-17.6810723,48.5716357,980.2,4.88,"POINT (48.5716357 -17.6810723 980.2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.680821,48.5717669,981.1,4.766,"-17.680821 48.5717669 981.1 4.766",NA,NA,NA,NA,NA,"POINT (48.5717669 -17.680821 981.1)",NA
"Amadese","1786","S0043MP6","Restoration","Restoration","WGS48","-17.6547682 48.6462408 1123.0 5.0",-17.6547682,48.6462408,1123,5,"POINT (48.6462408 -17.6547682 1123.0)","-17.6550817 48.6462476 1110.0 4.9",-17.6550817,48.6462476,1110,4.9,"POINT (48.6462476 -17.6550817 1110.0)","-17.6550888 48.6459449 1110.0 4.88",-17.6550888,48.6459449,1110,4.88,"POINT (48.6459449 -17.6550888 1110.0)","-17.6547849 48.6459285 1113.0 4.6",-17.6547849,48.6459285,1113,4.6,"POINT (48.6459285 -17.6547849 1113.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6550196,48.6459884,1112,3.9,"-17.6550196 48.6459884 1112.0 3.9",NA,NA,NA,NA,NA,"POINT (48.6459884 -17.6550196 1112.0)",NA
"Amadese","1749","S0006MP17","Restoration","Restoration","WGS84","-17.641963 48.56248 1020.478 3.9",-17.641963,48.56248,1020.478,3.9,"POINT (48.56248 -17.641963 1020.478)","-17.6420116 48.5625405 1019.466 3.9",-17.6420116,48.5625405,1019.466,3.9,"POINT (48.5625405 -17.6420116 1019.466)","-17.6422379 48.5622484 1005.054 4.421",-17.6422379,48.5622484,1005.054,4.421,"POINT (48.5622484 -17.6422379 1005.054)","-17.64221 48.5621481 1007.025 3.9",-17.64221,48.5621481,1007.025,3.9,"POINT (48.5621481 -17.64221 1007.025)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6421145,48.5622312,1010.805,3.9,"-17.6421145 48.5622312 1010.805 3.9",NA,NA,NA,NA,NA,"POINT (48.5622312 -17.6421145 1010.805)",NA
"Amadese","1758","S0015 MP64","Restoration","Restoration","WGS84","-17.6811078 48.5721359 1046.6 4.92",-17.6811078,48.5721359,1046.6,4.92,"POINT (48.5721359 -17.6811078 1046.6)","-17.6809444 48.5722785 1046.7 4.86",-17.6809444,48.5722785,1046.7,4.86,"POINT (48.5722785 -17.6809444 1046.7)","-17.6810551 48.5725704 1046.8 4.8",-17.6810551,48.5725704,1046.8,4.8,"POINT (48.5725704 -17.6810551 1046.8)","-17.6813115 48.5724035 1046.9 4.98",-17.6813115,48.5724035,1046.9,4.98,"POINT (48.5724035 -17.6813115 1046.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6809967,48.5724519,1046.9,4.82,"-17.6809967 48.5724519 1046.9 4.82",NA,NA,NA,NA,NA,"POINT (48.5724519 -17.6809967 1046.9)",NA
"Amadese","1773","S0030MP7","Restoration","Restoration","WGS84","-17.625224 48.6240311 1024.7679594215006 4.9",-17.625224,48.6240311,1024.7679594215,4.9,"POINT (48.6240311 -17.625224 1024.7679594215006)","-17.6254441 48.6238593 1045.9502975279465 4.9",-17.6254441,48.6238593,1045.95029752795,4.9,"POINT (48.6238593 -17.6254441 1045.9502975279465)","-17.6254404 48.6235895 1059.7751112105325 4.9",-17.6254404,48.6235895,1059.77511121053,4.9,"POINT (48.6235895 -17.6254404 1059.7751112105325)","-17.6251632 48.6237154 1026.492163010873 4.9",-17.6251632,48.6237154,1026.49216301087,4.9,"POINT (48.6237154 -17.6251632 1026.492163010873)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.6253389,48.6237059,1049.68922831025,4.9,"-17.6253389 48.6237059 1049.6892283102497 4.9",NA,NA,NA,NA,NA,"POINT (48.6237059 -17.6253389 1049.6892283102497)",NA
