"Species","data_source_title","score","matched_name2"
"Parmentiera aculeata","Tropicos - Missouri Botanical Garden",0.988,"Parmentiera aculeata"
"Cacao","Tropicos - Missouri Botanical Garden",0.75,"Cacao"
"Purshia mexicana","Manual validation",NA,"Purshia mexicana"
"Ceiba","Tropicos - Missouri Botanical Garden",0.75,"Ceiba"
"Theobroma","Tropicos - Missouri Botanical Garden",0.75,"Theobroma"
"Musa paradisiaca","The International Plant Names Index",0.988,"Musa paradisiaca"
"Pouteria glomerata","The International Plant Names Index",0.988,"Pouteria glomerata"
"Pouteria sapota","Tropicos - Missouri Botanical Garden",0.75,"Pouteria sapota"
"Monstera deliciosa","The International Plant Names Index",0.988,"Monstera deliciosa"
"Piscielia piscipule (blanco)","Manual validation",NA,"Piscidia piscipula"
"Cordia megalantha","Tropicos - Missouri Botanical Garden",0.988,"Cordia megalantha"
"Cupania guatemaltensis","Tropicos - Missouri Botanical Garden",0.75,"Cupania guatemalensis"
"Pisciela piscipule (blanco)","Manual validation",NA,"Piscidia piscipula"
"Zanthoxylum fagara","Tropicos - Missouri Botanical Garden",0.988,"Zanthoxylum fagara"
"Piscielia piscipule","Manual validation",NA,"Piscidia piscipula"
"Dendroponax","Manual validation",NA,"Dendropanax"
"Diphisa americana","Tropicos - Missouri Botanical Garden",0.75,"Diphysa americana"
"Bixa orellana","Tropicos - Missouri Botanical Garden",0.988,"Bixa orellana"
"Mora (albol deconocido no identificado)","Tropicos - Missouri Botanical Garden",0.75,"Mora"
"Morus","The International Plant Names Index",0.75,"Morus"
"Cuponia Guatemalensis","Manual validation",NA,"Cupania guatemalensis"
"Muntigia calabura","Tropicos - Missouri Botanical Garden",0.75,"Muntingia calabura"
"Zanthoxylum riedelianum Engle","Tropicos - Missouri Botanical Garden",0.997,"Zanthoxylum riedelianum"
"Persea shiedeana","Tropicos - Missouri Botanical Garden",0.75,"Persea schiedeana"
"Vochysia vismiifolia","The International Plant Names Index",0.988,"Vochysia vismiifolia"
"Chrysobalunus Icacoa","Manual validation",NA,"Chrysobalanus icaco"
"Laurus nobilia","Tropicos - Missouri Botanical Garden",0.75,"Laurus nobilis"
"Cordia elaeagnoides","Tropicos - Missouri Botanical Garden",0.988,"Cordia elaeagnoides"
"Bursera","The International Plant Names Index",0.75,"Bursera"
"Prunus webbii","The International Plant Names Index",0.988,"Prunus webbii"
"Terminalia microcarpa","Tropicos - Missouri Botanical Garden",0.988,"Terminalia microcarpa"
"Guioa pleuropteris","Tropicos - Missouri Botanical Garden",0.988,"Guioa pleuropteris"
"Aglaia luzoniensis","Tropicos - Missouri Botanical Garden",0.988,"Aglaia luzoniensis"
"Mussaenda philippica","Tropicos - Missouri Botanical Garden",0.988,"Mussaenda philippica"
"Drypetes grandifolia","Tropicos - Missouri Botanical Garden",0.988,"Drypetes grandifolia"
"Dalbergia melanoxylon",NA,NA,"Dalbergia melanoxylon"
"Alicia","Tropicos - Missouri Botanical Garden",0.75,"Alicia"
"Tecoma stans",NA,NA,"Tecoma stans"
"Senna macranthera",NA,NA,"Senna macranthera"
"Beilschmiedia","The International Plant Names Index",0.75,"Beilschmiedia"
"Vitex doniana",NA,NA,"Vitex doniana"
"Uappaka kirkiana",NA,NA,"Uappaka kirkiana"
"Jatropha gossypiifolia","The International Plant Names Index",0.988,"Jatropha gossypiifolia"
"Homalium","Tropicos - Missouri Botanical Garden",0.75,"Homalium"
"Lonchocarpus xuul","Tropicos - Missouri Botanical Garden",0.988,"Lonchocarpus xuul"
"Dalbergia calycina","Tropicos - Missouri Botanical Garden",0.988,"Dalbergia calycina"
"Theobroma cacao","The International Plant Names Index",0.988,"Theobroma cacao"
"Garcinia smeathmanii","Tropicos - Missouri Botanical Garden",0.988,"Garcinia smeathmanii"
"Swietenia macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Swietenia macrophylla"
"Syzygium phanerophlebium","Tropicos - Missouri Botanical Garden",0.988,"Syzygium phanerophlebium"
"Thilachium verrucosum","The International Plant Names Index",0.75,"Thilachium verrucosum"
"Dalbergia monticola","Tropicos - Missouri Botanical Garden",0.988,"Dalbergia monticola"
"Eriobotrya","Manual validation",NA,"Eriobotrya"
"Majidea zanguebarica","Tropicos - Missouri Botanical Garden",0.988,"Majidea zanguebarica"
"Croton noronhae","Tropicos - Missouri Botanical Garden",0.988,"Croton noronhae"
"Desmodium barbatum","The International Plant Names Index",0.988,"Desmodium barbatum"
"Canarium madagascariense","Tropicos - Missouri Botanical Garden",0.75,"Canarium madagascariense"
"Aloe serra","Tropicos - Missouri Botanical Garden",0.75,"Aloe serra"
"Euphorbia tulearensis","Tropicos - Missouri Botanical Garden",0.988,"Euphorbia tulearensis"
"Uapaca thouarsii","Tropicos - Missouri Botanical Garden",0.75,"Uapaca thouarsii"
"Desmodium","Tropicos - Missouri Botanical Garden",0.75,"Desmodium"
"Clidemia hirta","Tropicos - Missouri Botanical Garden",0.75,"Clidemia hirta"
"Thilachium sumangui","Tropicos - Missouri Botanical Garden",0.988,"Thilachium sumangui"
"Philippia floribunda","Tropicos - Missouri Botanical Garden",0.75,"Philippia floribunda"
"Entada","Tropicos - Missouri Botanical Garden",0.75,"Entada"
"Rourea orientalis","Tropicos - Missouri Botanical Garden",0.988,"Rourea orientalis"
"Cestrum nocturnum","The International Plant Names Index",0.988,"Cestrum nocturnum"
"Chamaedorea elegans","The International Plant Names Index",0.988,"Chamaedorea elegans"
"Myrciaria floribunda","Tropicos - Missouri Botanical Garden",0.988,"Myrciaria floribunda"
"Chamaedorea tepejilote","Tropicos - Missouri Botanical Garden",0.988,"Chamaedorea tepejilote"
"Cornus amomum","Tropicos - Missouri Botanical Garden",0.75,"Cornus amomum"
"Acer rubrum","The International Plant Names Index",0.988,"Acer rubrum"
"Rhus typhina","Manual validation",NA,"Rhus typhina"
"Rhus copallinum","Manual validation",NA,"Rhus copallinum"
"Liriodendron tulipifera","Tropicos - Missouri Botanical Garden",0.988,"Liriodendron tulipifera"
"Annoma muricata","Tropicos - Missouri Botanical Garden",0.75,"Annona muricata"
"Trichilia havanensis","The International Plant Names Index",0.988,"Trichilia havanensis"
"Leucosyke capitellata","Tropicos - Missouri Botanical Garden",0.988,"Leucosyke capitellata"
"Ficus septica","The International Plant Names Index",0.988,"Ficus septica"
"Vernonia glutinosa","Tropicos - Missouri Botanical Garden",0.988,"Vernonia glutinosa"
"Trema orientale","Manual validation",NA,"Trema orientale"
"Syzygium","Tropicos - Missouri Botanical Garden",0.75,"Syzygium"
"Philippia madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Philippia madagascariensis"
"Plumeria rubra","The International Plant Names Index",0.988,"Plumeria rubra"
"Buddleja madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Buddleja madagascariensis"
"Cnestis polyphylla","Tropicos - Missouri Botanical Garden",0.988,"Cnestis polyphylla"
"Olax glabriflora","Tropicos - Missouri Botanical Garden",0.988,"Olax glabriflora"
"Asplenium pellucidum","Tropicos - Missouri Botanical Garden",0.988,"Asplenium pellucidum"
"Fucus","Tropicos - Missouri Botanical Garden",0.75,"Fucus"
"Erica","The International Plant Names Index",0.75,"Erica"
"""Artocarpus blancoi  (Elmer) Merr. """,NA,NA,"Artocarpus blancoi"
". Harungana Madagascariensis","Manual validation",NA,"Harungana madagascariensis"
" Persea americana","Manual validation",NA,"Persea americana"
"Acácia","The International Plant Names Index",0.75,"Acacia"
"Acacia Cornifera","Tropicos - Missouri Botanical Garden",0.75,"Acacia cornigera"
"Acacia hinsu","Tropicos - Missouri Botanical Garden",0.75,"Acacia"
"Acacia Polyacatha",NA,NA,"Acacia polyacantha"
"Acacia polyacatha","Tropicos - Missouri Botanical Garden",0.75,"Acacia polyacantha"
"Acasia collinsii","Tropicos - Missouri Botanical Garden",0.75,"Acacia collinsii"
"Acasia farnesiana","Tropicos - Missouri Botanical Garden",0.75,"Acacia farnesiana"
"Acer campestris","Tropicos - Missouri Botanical Garden",0.75,"Acer campestre"
"Adenatera pavonina","Manual validation",NA,"Adenanthera pavonina"
"Albbizia gummifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albbizia lebbeck","Tropicos - Missouri Botanical Garden",0.75,"Albizia lebbeck"
"Albezia lebbeck","Tropicos - Missouri Botanical Garden",0.75,"Albizia lebbeck"
"Albezzia gummifera","Manual validation",NA,"Albizia gummifera"
"Albisia","Manual validation",NA,"Albizia"
"Albisia adantifalia","Manual validation",NA,"Albizia adianthifolia"
"Albisia adantifolia","Tropicos - Missouri Botanical Garden",0.75,"Albizia adianthifolia"
"Albisia adantiforlia","Manual validation",NA,"Albizia adianthifolia"
"Albizia adentifolia","Tropicos - Missouri Botanical Garden",0.75,"Albizia adianthifolia"
"Albizia bijuga","Tropicos - Missouri Botanical Garden",0.75,"Albizia"
"Albizia gummifera ","Tropicos - Missouri Botanical Garden",0.75,"Albizia"
"Albizia gumminifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizia gumnifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizia gymnifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizia Lebbeck","Tropicos - Missouri Botanical Garden",0.988,"Albizia lebbeck"
"Albizia lebeck","Tropicos - Missouri Botanical Garden",0.75,"Albizia lebbeck"
"Albizzia  gummifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizzia gumifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizzia gummifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizzia gummifera ","Tropicos - Missouri Botanical Garden",0.75,"Albizzia"
"Albizzia gumminifera","Tropicos - Missouri Botanical Garden",0.75,"Albizia gummifera"
"Albizzia perrieri","Tropicos - Missouri Botanical Garden",0.75,"Albizia perrieri"
"Alfzelia quenzensis","Tropicos - Missouri Botanical Garden",0.75,"Afzelia quanzensis"
"Alfzelia quenzesis",NA,NA,"Afzelia quanzensis"
"Alibizzia gummifera","Manual validation",NA,"Albizia gummifera"
"Alicia niopides","Tropicos - Missouri Botanical Garden",0.75,"Alicia"
"Aloe verra","Tropicos - Missouri Botanical Garden",0.75,"Aloe serra"
"Alstonia scholaris (L.)",NA,NA,"Alstonia scholaris"
"Alstonia scholaris (l.)","Tropicos - Missouri Botanical Garden",0.988,"Alstonia scholaris"
"Andira  enermis","Tropicos - Missouri Botanical Garden",0.75,"Andira inermis"
"Andira Sp","Tropicos - Missouri Botanical Garden",0.75,"Andira"
"Andira sp","Tropicos - Missouri Botanical Garden",0.75,"Andira"
"Andira sp.","Tropicos - Missouri Botanical Garden",0.75,"Andira"
"Annoma squamosa","Tropicos - Missouri Botanical Garden",0.75,"Annona squamosa"
"Annona squamaso","Tropicos - Missouri Botanical Garden",0.75,"Annona squamosa"
"Anona macroprophyllata","Tropicos - Missouri Botanical Garden",0.75,"Annona macroprophyllata"
"Anona purpurea","Tropicos - Missouri Botanical Garden",0.75,"Annona purpurea"
"Anona sp","Tropicos - Missouri Botanical Garden",0.75,"Anona"
"Anonacea",NA,NA,"Annonaceae"
"Anonna","Manual validation",NA,"Annona"
"Antoteca pavonina","Manual validation",NA,"Adenanthera pavonina"
"Apericopsis elata","Tropicos - Missouri Botanical Garden",0.75,"Pericopsis elata"
"Artocapus heterophyllus","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocapus heteropyllus","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocarpus anisophyllus Miq",NA,NA,"Artocarpus anisophyllus"
"Artocarpus anisophyllus miq","Tropicos - Missouri Botanical Garden",0.988,"Artocarpus anisophyllus"
"Artocarpus anisophyllus Miq.",NA,NA,"Artocarpus anisophyllus"
"Artocarpus anisophyllus miq.","Tropicos - Missouri Botanical Garden",0.999,"Artocarpus anisophyllus"
"Artocarpus blancoi  (Elmer) Merr.",NA,NA,"Artocarpus blancoi"
"Artocarpus blancoi  (elmer) merr.","Tropicos - Missouri Botanical Garden",0.988,"Artocarpus blancoi"
"Artocarpus heterophyllis","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocarpus heterophyllism","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocarpus heterophyllous","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocarpus heterophylus","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Artocarpus heterphyllis","Tropicos - Missouri Botanical Garden",0.75,"Artocarpus heterophyllus"
"Aspidosperma magalocarpon","Tropicos - Missouri Botanical Garden",0.75,"Aspidosperma megalocarpon"
"Aspidosperma Megalorcapon","Tropicos - Missouri Botanical Garden",0.75,"Aspidosperma megalocarpon"
"Asteropeia micraster ","Tropicos - Missouri Botanical Garden",0.75,"Asteropeia"
"Astronium  graveolens","The International Plant Names Index",0.988,"Astronium graveolens"
"Aveccinia Marina","Manual validation",NA,"Avicennia marina"
"Avicenna Marina",NA,NA,"Avicennia marina"
"Avicenna marina","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina ( >250cm)",NA,NA,"Avicennia marina"
"Avicenna marina ( >250cm)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (<1 DBH)",NA,NA,"Avicennia marina"
"Avicenna marina (<1 dbh)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (<130cm)",NA,NA,"Avicennia marina"
"Avicenna marina (<130cm)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (>250cm)",NA,NA,"Avicennia marina"
"Avicenna marina (>250cm)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (>9.9cm DBH)",NA,NA,"Avicennia marina"
"Avicenna marina (>9.9cm dbh)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (130-250cm )","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (130-250cm)",NA,NA,"Avicennia marina"
"Avicenna marina (130-250cm)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (1-9.9cm DBH)",NA,NA,"Avicennia marina"
"Avicenna marina (1-9.9cm dbh)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina (Total)",NA,NA,"Avicennia marina"
"Avicenna marina (total)","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicenna Marina <130cm",NA,NA,"Avicennia marina"
"Avicenna marina <130cm","Tropicos - Missouri Botanical Garden",0.75,"Avicennia marina"
"Avicennia marina (<130cm)","Tropicos - Missouri Botanical Garden",0.988,"Avicennia marina"
"Avicennia marina (130-250cm)","Tropicos - Missouri Botanical Garden",0.988,"Avicennia marina"
"Baillonella toxysperma","Tropicos - Missouri Botanical Garden",0.75,"Baillonella toxisperma"
"Baillonellatoxysperma","Manual validation",NA,"Baillonella toxisperma"
"Baudonia fluggeiformis","Manual validation",NA,"Baudouinia fluggeiformis"
"Baudouina flugeiformis","Tropicos - Missouri Botanical Garden",0.75,"Baudouinia fluggeiformis"
"Baudouinia fluggeiformis ","Tropicos - Missouri Botanical Garden",0.75,"Baudouinia"
"Baudouiniz fluggeiformis","Tropicos - Missouri Botanical Garden",0.75,"Baudouinia fluggeiformis"
"Baudounia fluggeiformis","Tropicos - Missouri Botanical Garden",0.75,"Baudouinia fluggeiformis"
"Bauhia",NA,NA,"Bauhinia"
"bauhinia",NA,NA,"Bauhinia"
"Bauhinia variegata L.",NA,NA,"Bauhinia variegata"
"Bauhinia variegata l.","Tropicos - Missouri Botanical Garden",0.999,"Bauhinia variegata"
"Baundonia flugguformis","Manual validation",NA,"Baudouinia fluggeiformis"
"Beilchmiedia riparia","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia riparia"
"Beilschmedia glomerata","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia glomerata"
"Beilschmieda riparia","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia riparia"
"Beilschmiedia ruparia","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia riparia"
"Belschmiedia riparia","Tropicos - Missouri Botanical Garden",0.75,"Beilschmiedia riparia"
"Betula sp","Tropicos - Missouri Botanical Garden",0.75,"Betula"
"Black cherry","Manual validation",NA,"Prunus serotina"
"Bobgunia","Manual validation",NA,"Bobgunnia"
"Bobgunia fistuloide","Tropicos - Missouri Botanical Garden",0.75,"Bobgunnia fistuloides"
"Bobgunia fustuloide","Tropicos - Missouri Botanical Garden",0.75,"Bobgunnia fistuloides"
"Bobgunnia Fistuloides","Tropicos - Missouri Botanical Garden",0.988,"Bobgunnia fistuloides"
"Brachylaena perieri","Tropicos - Missouri Botanical Garden",0.75,"Brachylaena perrieri"
"Brachylaena perrier","Tropicos - Missouri Botanical Garden",0.75,"Brachylaena perrieri"
"Brachylaena pirreiri","Tropicos - Missouri Botanical Garden",0.75,"Brachylaena perrieri"
"Brachylaena reflexa","Tropicos - Missouri Botanical Garden",0.75,"Brachylaena"
"Brachystigia","Tropicos - Missouri Botanical Garden",0.5,"Brachystegia"
"brosimum alicastrum.","Tropicos - Missouri Botanical Garden",0.75,"Brosimum"
"Brosumum alicastrum","Tropicos - Missouri Botanical Garden",0.75,"Brosimum alicastrum"
"Brursera cimagura","Manual validation",NA,"Bursera simaruba"
"Brysonima  crassifolia","Tropicos - Missouri Botanical Garden",0.75,"Byrsonima crassifolia"
"Brysonima crassifolia","Tropicos - Missouri Botanical Garden",0.75,"Byrsonima crassifolia"
"Buchanania arborescens (Blume)",NA,NA,"Buchanania arborescens"
"Buchanania arborescens (blume)","Tropicos - Missouri Botanical Garden",0.988,"Buchanania arborescens"
"Bursera Simaruba","The International Plant Names Index",0.988,"Bursera simaruba"
"Byrsonima Crassifolia","The International Plant Names Index",0.988,"Byrsonima crassifolia"
"Cédrela odorata","Tropicos - Missouri Botanical Garden",0.988,"Cedrela odorata"
"CÉDULA ODORATA","Manual validation",NA,"Cedrela odorata"
